1,0.000000,0.000000,0.000000,0.000000,0.000011
2,0.000001,0.000001,0.000001,0.000000,0.000001
3,0.000012,0.000006,0.000010,0.000000,0.000001
4,0.000143,0.000061,0.000096,0.000000,0.000001
5,0.001226,0.000609,0.000956,0.000000,0.000001
6,0.012494,0.006101,0.009761,0.000001,0.000002
7,0.123719,0.062378,0.097112,0.000001,0.000003
