1000,0.000012742,0.000014158,0.004148926,0.000080425,0.000153707,0.000239278,0.000183418,0.000377787,0.000827359,0.001775584,0.004576239
6000,0.000074505,0.000039420,0.000052296,0.000064045,0.000084504,0.000114631,0.000216093,0.000372458,0.000807975,0.002551680,0.004056182
11000,0.000135788,0.000070455,0.000069824,0.000196633,0.000137057,0.000159085,0.000356997,0.000564176,0.000857638,0.001923849,0.004038847
16000,0.000196625,0.000100447,0.000120579,0.000235641,0.000148811,0.000184756,0.000281141,0.000448671,0.000884394,0.002014877,0.004290813
21000,0.000257062,0.000131687,0.000135570,0.000199662,0.000209005,0.000224447,0.000297865,0.000486451,0.001005895,0.001875655,0.004001475
26000,0.000326168,0.000162734,0.000181084,0.000211270,0.000227235,0.000243725,0.000327975,0.000507942,0.000960642,0.002041438,0.006587045
31000,0.000409361,0.000201490,0.000214340,0.000338464,0.000266681,0.000468734,0.000355407,0.000972083,0.002898274,0.004454881,0.010314602
36000,0.000460759,0.000230855,0.002441927,0.000292099,0.000346614,0.000375211,0.000398373,0.000689728,0.001626665,0.001808634,0.004822167
41000,0.000569046,0.000254161,0.000275890,0.000397462,0.000330551,0.000365624,0.000429236,0.000582644,0.001956078,0.004305851,0.004447357
46000,0.000576270,0.000332431,0.004145198,0.000336210,0.000480338,0.000383200,0.000465587,0.000618169,0.001061333,0.001905744,0.004068350
51000,0.000636018,0.000320875,0.000322142,0.000458720,0.000438255,0.000434627,0.000488493,0.000705092,0.001072108,0.001851997,0.004144681
56000,0.000784495,0.000345349,0.000350537,0.000452368,0.000443059,0.000449769,0.000528276,0.000807300,0.001103763,0.002133166,0.004605407
61000,0.000753267,0.000408547,0.000416774,0.000545916,0.000474699,0.000499190,0.000618886,0.000755284,0.001170536,0.002129308,0.004589710
66000,0.000817093,0.000406578,0.000761650,0.000517877,0.000479788,0.000519331,0.000681956,0.000757823,0.001159376,0.002145726,0.004359583
71000,0.000883124,0.000436880,0.000441645,0.000832815,0.000531851,0.000569347,0.000704352,0.000791773,0.001162791,0.002159206,0.004354399
76000,0.000936763,0.000491621,0.000481043,0.000544481,0.000562091,0.000593963,0.000709345,0.000805452,0.001241211,0.002113005,0.004240946
81000,0.000998654,0.000511088,0.000533857,0.000556376,0.000609482,0.000693203,0.000689853,0.000849349,0.001206198,0.002088266,0.004528462
86000,0.001068485,0.000529007,0.000535837,0.000798711,0.000629381,0.000747080,0.000706075,0.000926476,0.001299702,0.002221222,0.004319276
91000,0.001126028,0.000563047,0.000563724,0.000660191,0.000651001,0.000761032,0.000735478,0.000887231,0.001295128,0.002159878,0.005555293
96000,0.001187927,0.000590398,0.000668219,0.000691789,0.000705088,0.000787257,0.000790422,0.000933084,0.001298901,0.002262306,0.004496043
101000,0.001249738,0.000619730,0.000699882,0.000756568,0.000825693,0.000755307,0.000815132,0.001372155,0.001463764,0.002331004,0.004976441
106000,0.001356744,0.000653626,0.000788112,0.000764441,0.000911885,0.000800356,0.000971235,0.000994295,0.001847014,0.002402120,0.005038207
111000,0.001383890,0.000691662,0.000757237,0.000779982,0.000869801,0.000820280,0.001031916,0.001027413,0.001396200,0.002244051,0.005253560
116000,0.001432287,0.000711554,0.000713820,0.000858770,0.000939016,0.000869262,0.000929458,0.001053912,0.001464327,0.002363067,0.004533075
121000,0.001605466,0.000760823,0.002286006,0.001027927,0.000860490,0.000916210,0.000980551,0.001130321,0.001741168,0.004588578,0.006275744
126000,0.001561538,0.000775421,0.000855756,0.000959806,0.000885217,0.000925080,0.000997684,0.001148648,0.001472145,0.002329553,0.004763759
131000,0.001612606,0.000805007,0.000829332,0.001048986,0.000956456,0.000995743,0.001064951,0.001194809,0.001546394,0.002463500,0.004921826
136000,0.001668984,0.000835358,0.000920356,0.001025699,0.001026219,0.000980771,0.001077883,0.001184696,0.001607011,0.002399670,0.004277892
141000,0.001736915,0.000864413,0.000943905,0.001058906,0.001119678,0.001069598,0.001095906,0.001243237,0.001592347,0.002512366,0.004446602
146000,0.001852538,0.000896582,0.000972815,0.001037182,0.001059376,0.001049357,0.001143826,0.001217594,0.001587365,0.002536860,0.004723872
151000,0.001860036,0.000925194,0.000931194,0.001050379,0.001088785,0.001089553,0.001130799,0.001278315,0.001808168,0.002495575,0.004684764
156000,0.001916305,0.001707560,0.001889317,0.001132444,0.001146434,0.001180786,0.001186525,0.001378008,0.001774899,0.002765967,0.005055889
161000,0.001980871,0.000988085,0.001140889,0.001110724,0.001165290,0.001163420,0.001225730,0.001329117,0.001829583,0.002586247,0.004386346
166000,0.002036555,0.001021465,0.001339203,0.001099841,0.001181503,0.001174243,0.001236750,0.001430715,0.001800600,0.002617939,0.004551392
171000,0.002095770,0.001047116,0.001174920,0.001189327,0.001159731,0.001195437,0.001289370,0.001393489,0.001847701,0.002790292,0.004797714
176000,0.002159659,0.001131906,0.001285184,0.001207069,0.001326782,0.001254076,0.001310686,0.001570812,0.001845000,0.002740122,0.005079437
181000,0.002222595,0.001114222,0.001297069,0.001246396,0.001280643,0.001281123,0.001375830,0.001473027,0.001908338,0.002733995,0.004587775
186000,0.002353041,0.001143112,0.001310834,0.001209448,0.001507577,0.001297548,0.001424850,0.001529788,0.001846547,0.002723503,0.004973625
191000,0.002389547,0.001170078,0.002169848,0.001277297,0.001642035,0.001454070,0.001597763,0.001658192,0.001988461,0.003758779,0.005032827
196000,0.002405052,0.001199802,0.001380505,0.001324549,0.001378239,0.001392474,0.001954780,0.001674316,0.001964224,0.003489561,0.005620257
201000,0.002475959,0.001456326,0.002005423,0.001702789,0.001654204,0.001602486,0.002198341,0.002162251,0.002074016,0.002790102,0.004930888
206000,0.002563955,0.002446272,0.005360698,0.002198973,0.002253632,0.001603312,0.001736663,0.002095536,0.002118203,0.003219286,0.006615566
211000,0.002616310,0.001671240,0.001548531,0.001938359,0.001722340,0.001731733,0.002007095,0.002193963,0.002812563,0.004041384,0.005227649
216000,0.002734854,0.002194295,0.005284606,0.001577454,0.001924988,0.002537861,0.002456779,0.002118082,0.002618068,0.003136529,0.005158687
221000,0.002884344,0.001416967,0.001385298,0.001963466,0.001841133,0.001714353,0.001662013,0.002011331,0.002109295,0.003002586,0.008385309
226000,0.002833172,0.001528458,0.001668100,0.001690339,0.001687730,0.001886086,0.001788241,0.001873642,0.002397557,0.003092108,0.006165957
231000,0.002853786,0.001489924,0.001676779,0.001685757,0.001738797,0.001708674,0.001839886,0.002020996,0.002428483,0.003789919,0.006716997
236000,0.002926255,0.001529618,0.001697936,0.001846861,0.002089997,0.001972184,0.001835914,0.001853788,0.002452709,0.003393825,0.005030915
