241000,0.003055269,0.001501663,0.001653286,0.001778152,0.001767522,0.001778302,0.001800638,0.003322609,0.002523838,0.004965407,0.005976199
246000,0.003063061,0.001536200,0.001613315,0.002031220,0.002159333,0.001735052,0.001844003,0.001915203,0.002280937,0.003076429,0.005196139
251000,0.003077819,0.001651510,0.002460811,0.001912435,0.001789463,0.001770683,0.001876365,0.002479083,0.002899205,0.003209338,0.005630223
256000,0.003318850,0.001620307,0.001586808,0.001765343,0.002387767,0.001751439,0.001900542,0.002027781,0.002660502,0.003247302,0.007789302
261000,0.003242495,0.001613584,0.001685988,0.002095315,0.001953805,0.002111828,0.001915163,0.002615419,0.002906082,0.004601050,0.006984898
266000,0.003283420,0.001781800,0.004867082,0.002018048,0.002675660,0.002771526,0.002126078,0.002097008,0.002408647,0.005334612,0.006407531
271000,0.003324923,0.001701786,0.002760323,0.001967203,0.002055786,0.001933282,0.001988456,0.002263912,0.002337076,0.004551306,0.005568428
276000,0.003458798,0.001737827,0.002967084,0.002369951,0.002084305,0.001962136,0.002803814,0.002741045,0.002471679,0.004915663,0.006614221
281000,0.003499744,0.001740470,0.001830501,0.001944731,0.002011777,0.002386123,0.002095920,0.002229352,0.002518663,0.004117549,0.005677266
286000,0.003562570,0.001767674,0.001984765,0.001992360,0.002058401,0.001973110,0.002718802,0.002287579,0.002595844,0.003796030,0.006164569
291000,0.004185321,0.001962798,0.002005497,0.001959342,0.002742583,0.002182782,0.002289752,0.002260207,0.002518077,0.003357689,0.005335453
296000,0.003861059,0.001896841,0.001893604,0.001894516,0.002129404,0.002188262,0.002108208,0.002305190,0.002766340,0.003552675,0.005368621
301000,0.003864884,0.001864286,0.002044528,0.002153199,0.002431497,0.002125071,0.002570307,0.002538971,0.002801377,0.003462601,0.006230583
306000,0.003746340,0.002079521,0.002110677,0.001962939,0.002357922,0.002407951,0.003268300,0.002610264,0.003607596,0.003816960,0.006852420
311000,0.003953787,0.001921813,0.004158760,0.003298433,0.002162514,0.002509822,0.002515037,0.002906139,0.003289356,0.003776314,0.005865447
316000,0.004037056,0.001963123,0.002107737,0.002222678,0.002221777,0.002263077,0.002442429,0.002900928,0.002814471,0.003956285,0.005907973
321000,0.004132201,0.002217340,0.002379203,0.002452146,0.002456602,0.002347473,0.002278095,0.002365481,0.003017155,0.003569628,0.006122760
326000,0.004020649,0.001996570,0.002252974,0.002280992,0.002347806,0.002335560,0.002497755,0.002524105,0.002776658,0.004114542,0.005608533
331000,0.004107209,0.002184056,0.002174160,0.002442924,0.002410230,0.002837448,0.002647882,0.002634682,0.003143909,0.004115276,0.006261831
336000,0.004147857,0.002310697,0.002514739,0.002509472,0.002415715,0.002360091,0.002427646,0.002611093,0.003025367,0.004418290,0.009463005
341000,0.004282033,0.002150013,0.002908968,0.002255260,0.003377642,0.002419177,0.002704250,0.002747627,0.002974528,0.003850735,0.005807124
346000,0.004293644,0.002136016,0.002215236,0.002185492,0.002467261,0.002419396,0.002665374,0.002696121,0.003154984,0.005531152,0.006310483
351000,0.004358849,0.002163243,0.002161590,0.002317614,0.002691482,0.002516923,0.002470752,0.002826323,0.003042937,0.003832432,0.005923584
356000,0.004503136,0.002191824,0.002273552,0.002500045,0.002585082,0.003006527,0.002641081,0.002720926,0.003063833,0.004571448,0.008210781
361000,0.004648039,0.002349151,0.003221032,0.002873195,0.002905922,0.002586676,0.002706429,0.003674459,0.003679653,0.004333315,0.006680721
366000,0.004488870,0.002255409,0.002257530,0.003198371,0.002962022,0.002684336,0.003250196,0.002885255,0.003294257,0.004641887,0.007271723
371000,0.004641586,0.004504610,0.004969187,0.002623015,0.003504011,0.004261511,0.005065251,0.004276298,0.004048838,0.005117613,0.009284929
376000,0.004758152,0.002375945,0.003364223,0.002861942,0.003352137,0.003290745,0.003471880,0.003548973,0.003885293,0.004204602,0.006005155
381000,0.004672413,0.002368683,0.002713041,0.002698818,0.002866142,0.002695663,0.002920913,0.003272096,0.003264677,0.004118162,0.008010257
386000,0.004742537,0.002386613,0.002450186,0.002497860,0.002950586,0.002687794,0.002711384,0.003041429,0.003454916,0.004480107,0.006257797
391000,0.004793066,0.002419147,0.002833637,0.002697206,0.002571433,0.002780564,0.002824946,0.003128450,0.003535568,0.004117598,0.006558157
396000,0.004856364,0.002451234,0.002501868,0.002552696,0.002785226,0.002938847,0.002846747,0.005186894,0.004510016,0.005590805,0.008223374
401000,0.004988136,0.002607169,0.005673972,0.003366830,0.002878687,0.002736808,0.003438347,0.003715867,0.004980213,0.004111942,0.006293199
406000,0.005014118,0.002849466,0.005088902,0.002994068,0.002989719,0.002791160,0.003654722,0.003030287,0.003474883,0.004250191,0.006140267
411000,0.005111970,0.002587243,0.002578266,0.002797624,0.002862253,0.002809005,0.003001405,0.003821287,0.003445712,0.004351698,0.006137623
416000,0.005113226,0.002648060,0.002636956,0.002726873,0.002970460,0.002769844,0.002992376,0.003916230,0.003412643,0.004377749,0.006242362
421000,0.005178784,0.002768668,0.002842493,0.002905638,0.003069645,0.002844311,0.003003042,0.003798619,0.003419697,0.005228427,0.007474793
426000,0.005595843,0.002654389,0.002851724,0.003118917,0.003037027,0.002949664,0.002950444,0.004205436,0.003580779,0.004588302,0.007011341
431000,0.005341356,0.002663224,0.002747178,0.002739697,0.003069708,0.002916596,0.003145132,0.004268807,0.003485900,0.004409192,0.007462730
436000,0.005352717,0.002683249,0.002752031,0.002996768,0.003141973,0.002939951,0.003095062,0.003996774,0.003616414,0.004282498,0.007141611
441000,0.005421024,0.002734140,0.002854708,0.003022440,0.003136795,0.003025903,0.003098311,0.004035919,0.003560051,0.005304943,0.006288163
446000,0.005485267,0.002751066,0.002834728,0.002983852,0.003083296,0.003153533,0.003172295,0.004400552,0.003943059,0.004764989,0.006676964
451000,0.005701670,0.002919988,0.002834431,0.003066614,0.003163348,0.003041582,0.003652143,0.004507138,0.003611070,0.004422290,0.006551578
456000,0.005649084,0.002797548,0.002891014,0.003135322,0.003199214,0.003276778,0.004372236,0.003789470,0.003718776,0.004508591,0.006383105
461000,0.005965813,0.002884906,0.003659868,0.005204638,0.005428579,0.004848192,0.003271912,0.004315338,0.004353901,0.005085551,0.008360210
466000,0.005747533,0.005511916,0.002904308,0.003166213,0.003514069,0.003364698,0.003466241,0.004932976,0.006629643,0.012423808,0.015545074
471000,0.005872867,0.002911622,0.005866307,0.003749314,0.004030259,0.003800597,0.003715739,0.004467511,0.004054025,0.005608601,0.008824692
476000,0.005902190,0.004085518,0.003406143,0.003110969,0.003799818,0.003976542,0.004704854,0.004053245,0.003980295,0.004622054,0.009771031
481000,0.005994200,0.002969699,0.003295104,0.003147708,0.003408897,0.004421108,0.004151009,0.005257747,0.006109763,0.008548725,0.012534696
486000,0.006450139,0.003931169,0.007200624,0.003591979,0.003900970,0.003623788,0.005309471,0.004525655,0.005142410,0.006597389,0.008169195
491000,0.006018801,0.003023438,0.003416772,0.003612376,0.003537494,0.003451260,0.005787532,0.003914369,0.007082958,0.005212124,0.016034056
496000,0.006204189,0.003335862,0.011197320,0.004607411,0.003488965,0.003977202,0.004329106,0.004141985,0.007935039,0.010863729,0.008111422
